slide_id,group
BRACS_1003691.svs,AT
BRACS_1003694.svs,AT
BRACS_1228.svs,AT
BRACS_1271.svs,AT
BRACS_1379.svs,AT
BRACS_1499.svs,AT
BRACS_1589.svs,AT
BRACS_1616.svs,AT
BRACS_1622.svs,AT
BRACS_1794.svs,AT
BRACS_1795.svs,AT
BRACS_1797.svs,AT
BRACS_1808.svs,AT
BRACS_1825.svs,AT
BRACS_1849.svs,AT
BRACS_1856.svs,AT
BRACS_1860.svs,AT
BRACS_1861.svs,AT
BRACS_1863.svs,AT
BRACS_1876.svs,AT
BRACS_1877.svs,AT
BRACS_1885.svs,AT
BRACS_1892.svs,AT
BRACS_1895.svs,AT
BRACS_1911.svs,AT
BRACS_1912.svs,AT
BRACS_1915.svs,AT
BRACS_1922.svs,AT
BRACS_1925.svs,AT
BRACS_1932.svs,AT
BRACS_1934.svs,AT
BRACS_1953.svs,AT
BRACS_1969.svs,AT
BRACS_1977.svs,AT
BRACS_1982.svs,AT
BRACS_1983.svs,AT
BRACS_1987.svs,AT
BRACS_3318.svs,AT
BRACS_1003693.svs,AT
BRACS_1239.svs,AT
BRACS_1250.svs,AT
BRACS_1257.svs,AT
BRACS_1319.svs,AT
BRACS_1506.svs,AT
BRACS_1510.svs,AT
BRACS_1610.svs,AT
BRACS_1773.svs,AT
BRACS_1774.svs,AT
BRACS_1775.svs,AT
BRACS_1777.svs,AT
BRACS_1778.svs,AT
BRACS_1788.svs,AT
BRACS_1799.svs,AT
BRACS_1814.svs,AT
BRACS_1815.svs,AT
BRACS_1838.svs,AT
BRACS_1857.svs,AT
BRACS_1858.svs,AT
BRACS_1865.svs,AT
BRACS_1871.svs,AT
BRACS_1886.svs,AT
BRACS_1916.svs,AT
BRACS_1926.svs,AT
BRACS_1937.svs,AT
BRACS_1943.svs,AT
BRACS_1968.svs,AT
BRACS_1971.svs,AT
BRACS_1975.svs,AT
BRACS_300.svs,AT
BRACS_3266.svs,AT
BRACS_743.svs,AT
BRACS_1003675.svs,BT
BRACS_1003713.svs,BT
BRACS_1003716.svs,BT
BRACS_1261.svs,BT
BRACS_1267.svs,BT
BRACS_1296.svs,BT
BRACS_1378.svs,BT
BRACS_1385.svs,BT
BRACS_1386.svs,BT
BRACS_1401.svs,BT
BRACS_1405.svs,BT
BRACS_1507.svs,BT
BRACS_1513.svs,BT
BRACS_1579.svs,BT
BRACS_1584.svs,BT
BRACS_1585.svs,BT
BRACS_1632.svs,BT
BRACS_1641.svs,BT
BRACS_1645.svs,BT
BRACS_1658.svs,BT
BRACS_1820.svs,BT
BRACS_1855.svs,BT
BRACS_1973.svs,BT
BRACS_1974.svs,BT
BRACS_1978.svs,BT
BRACS_1979.svs,BT
BRACS_1981.svs,BT
BRACS_1998.svs,BT
BRACS_3275.svs,BT
BRACS_3277.svs,BT
BRACS_3282.svs,BT
BRACS_3292.svs,BT
BRACS_3322.svs,BT
BRACS_1003658.svs,BT
BRACS_1003659.svs,BT
BRACS_1003668.svs,BT
BRACS_1003669.svs,BT
BRACS_1003672.svs,BT
BRACS_1003700.svs,BT
BRACS_1003706.svs,BT
BRACS_1003730.svs,BT
BRACS_1003734.svs,BT
BRACS_1240.svs,BT
BRACS_1242.svs,BT
BRACS_1248.svs,BT
BRACS_1249.svs,BT
BRACS_1251.svs,BT
BRACS_1255.svs,BT
BRACS_1273.svs,BT
BRACS_1274.svs,BT
BRACS_1275.svs,BT
BRACS_1276.svs,BT
BRACS_1318.svs,BT
BRACS_1320.svs,BT
BRACS_1321.svs,BT
BRACS_1324.svs,BT
BRACS_1325.svs,BT
BRACS_1327.svs,BT
BRACS_1329.svs,BT
BRACS_1330.svs,BT
BRACS_1338.svs,BT
BRACS_1370.svs,BT
BRACS_1412.svs,BT
BRACS_1423.svs,BT
BRACS_1424.svs,BT
BRACS_1480.svs,BT
BRACS_1483.svs,BT
BRACS_1485.svs,BT
BRACS_1508.svs,BT
BRACS_1511.svs,BT
BRACS_1583.svs,BT
BRACS_1608.svs,BT
BRACS_1612.svs,BT
BRACS_1620.svs,BT
BRACS_1631.svs,BT
BRACS_1633.svs,BT
BRACS_1634.svs,BT
BRACS_1640.svs,BT
BRACS_1655.svs,BT
BRACS_1656.svs,BT
BRACS_1659.svs,BT
BRACS_1661.svs,BT
BRACS_1664.svs,BT
BRACS_1665.svs,BT
BRACS_1668.svs,BT
BRACS_1669.svs,BT
BRACS_1772.svs,BT
BRACS_1779.svs,BT
BRACS_1796.svs,BT
BRACS_1833.svs,BT
BRACS_1839.svs,BT
BRACS_1841.svs,BT
BRACS_1842.svs,BT
BRACS_1846.svs,BT
BRACS_1847.svs,BT
BRACS_1852.svs,BT
BRACS_1866.svs,BT
BRACS_1869.svs,BT
BRACS_1870.svs,BT
BRACS_1879.svs,BT
BRACS_1880.svs,BT
BRACS_1890.svs,BT
BRACS_1893.svs,BT
BRACS_1901.svs,BT
BRACS_1904.svs,BT
BRACS_1905.svs,BT
BRACS_1906.svs,BT
BRACS_1924.svs,BT
BRACS_1940.svs,BT
BRACS_1942.svs,BT
BRACS_1948.svs,BT
BRACS_1960.svs,BT
BRACS_1961.svs,BT
BRACS_1962.svs,BT
BRACS_1964.svs,BT
BRACS_1965.svs,BT
BRACS_1966.svs,BT
BRACS_1967.svs,BT
BRACS_1980.svs,BT
BRACS_1986.svs,BT
BRACS_1988.svs,BT
BRACS_1989.svs,BT
BRACS_1994.svs,BT
BRACS_2000.svs,BT
BRACS_2002.svs,BT
BRACS_2004.svs,BT
BRACS_3268.svs,BT
BRACS_3269.svs,BT
BRACS_3270.svs,BT
BRACS_3272.svs,BT
BRACS_3274.svs,BT
BRACS_3276.svs,BT
BRACS_3279.svs,BT
BRACS_3281.svs,BT
BRACS_3283.svs,BT
BRACS_3295.svs,BT
BRACS_3296.svs,BT
BRACS_3298.svs,BT
BRACS_3309.svs,BT
BRACS_3311.svs,BT
BRACS_3312.svs,BT
BRACS_3324.svs,BT
BRACS_3334.svs,BT
BRACS_3336.svs,BT
BRACS_3337.svs,BT
BRACS_745.svs,BT
BRACS_758.svs,BT
BRACS_760.svs,BT
BRACS_761.svs,BT
BRACS_1003707.svs,BT
BRACS_1244.svs,BT
BRACS_1270.svs,BT
BRACS_1295.svs,BT
BRACS_1326.svs,BT
BRACS_1335.svs,BT
BRACS_1337.svs,BT
BRACS_1409.svs,BT
BRACS_1495.svs,BT
BRACS_1581.svs,BT
BRACS_1591.svs,BT
BRACS_1594.svs,BT
BRACS_1596.svs,BT
BRACS_1604.svs,BT
BRACS_1606.svs,BT
BRACS_1609.svs,BT
BRACS_1617.svs,BT
BRACS_1618.svs,BT
BRACS_1619.svs,BT
BRACS_1621.svs,BT
BRACS_1642.svs,BT
BRACS_1667.svs,BT
BRACS_1780.svs,BT
BRACS_1782.svs,BT
BRACS_1783.svs,BT
BRACS_1785.svs,BT
BRACS_1786.svs,BT
BRACS_1787.svs,BT
BRACS_1789.svs,BT
BRACS_1791.svs,BT
BRACS_1792.svs,BT
BRACS_1793.svs,BT
BRACS_1821.svs,BT
BRACS_1824.svs,BT
BRACS_1836.svs,BT
BRACS_1837.svs,BT
BRACS_1848.svs,BT
BRACS_1873.svs,BT
BRACS_1881.svs,BT
BRACS_1896.svs,BT
BRACS_1917.svs,BT
BRACS_1946.svs,BT
BRACS_1949.svs,BT
BRACS_1952.svs,BT
BRACS_1957.svs,BT
BRACS_1963.svs,BT
BRACS_1993.svs,BT
BRACS_1995.svs,BT
BRACS_1996.svs,BT
BRACS_1997.svs,BT
BRACS_2001.svs,BT
BRACS_2005.svs,BT
BRACS_265.svs,BT
BRACS_3273.svs,BT
BRACS_3284.svs,BT
BRACS_3310.svs,BT
BRACS_3313.svs,BT
BRACS_3317.svs,BT
BRACS_1003697.svs,MT
BRACS_1238.svs,MT
BRACS_1366.svs,MT
BRACS_1367.svs,MT
BRACS_1369.svs,MT
BRACS_1473.svs,MT
BRACS_1474.svs,MT
BRACS_1476.svs,MT
BRACS_1489.svs,MT
BRACS_1490.svs,MT
BRACS_1491.svs,MT
BRACS_1496.svs,MT
BRACS_1512.svs,MT
BRACS_1514.svs,MT
BRACS_1515.svs,MT
BRACS_1588.svs,MT
BRACS_1597.svs,MT
BRACS_1653.svs,MT
BRACS_1771.svs,MT
BRACS_1811.svs,MT
BRACS_1816.svs,MT
BRACS_1835.svs,MT
BRACS_1840.svs,MT
BRACS_1862.svs,MT
BRACS_1864.svs,MT
BRACS_1867.svs,MT
BRACS_1872.svs,MT
BRACS_1874.svs,MT
BRACS_1878.svs,MT
BRACS_1883.svs,MT
BRACS_1888.svs,MT
BRACS_1897.svs,MT
BRACS_1903.svs,MT
BRACS_1919.svs,MT
BRACS_1920.svs,MT
BRACS_1921.svs,MT
BRACS_1923.svs,MT
BRACS_1927.svs,MT
BRACS_1928.svs,MT
BRACS_1930.svs,MT
BRACS_1931.svs,MT
BRACS_1945.svs,MT
BRACS_1947.svs,MT
BRACS_1999.svs,MT
BRACS_3302.svs,MT
BRACS_735.svs,MT
BRACS_736.svs,MT
BRACS_737.svs,MT
BRACS_755.svs,MT
BRACS_1003667.svs,MT
BRACS_1003670.svs,MT
BRACS_1003673.svs,MT
BRACS_1003677.svs,MT
BRACS_1003678.svs,MT
